Natural Mortality
1 5
1968 2018
1 10
1
0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118
0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118
0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118
0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118
0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118
0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118	0.118
0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094
0.124	0.124	0.124	0.124	0.124	0.124	0.124	0.124	0.124	0.124
0.146	0.146	0.146	0.146	0.146	0.146	0.146	0.146	0.146	0.146
0.169	0.169	0.169	0.169	0.169	0.169	0.169	0.169	0.169	0.169
0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135	0.135
0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131	0.131
0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094	0.094
0.199	0.199	0.199	0.199	0.199	0.199	0.199	0.199	0.199	0.199
0.202	0.202	0.202	0.202	0.202	0.202	0.202	0.202	0.202	0.202
0.169	0.169	0.169	0.169	0.169	0.169	0.169	0.169	0.169	0.169
0.143	0.143	0.143	0.143	0.143	0.143	0.143	0.143	0.143	0.143
0.122	0.122	0.122	0.122	0.122	0.122	0.122	0.122	0.122	0.122
0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115	0.115
0.080	0.080	0.080	0.080	0.080	0.080	0.080	0.080	0.080	0.080
0.079	0.079	0.079	0.079	0.079	0.079	0.079	0.079	0.079	0.079
0.162	0.162	0.162	0.162	0.162	0.162	0.162	0.162	0.162	0.162
0.149	0.149	0.149	0.149	0.149	0.149	0.149	0.149	0.149	0.149
0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.126	0.126
0.107	0.107	0.107	0.107	0.107	0.107	0.107	0.107	0.107	0.107
0.114	0.114	0.114	0.114	0.114	0.114	0.114	0.114	0.114	0.114
0.108	0.108	0.108	0.108	0.108	0.108	0.108	0.108	0.108	0.108
0.148	0.148	0.148	0.148	0.148	0.148	0.148	0.148	0.148	0.148
0.136	0.136	0.136	0.136	0.136	0.136	0.136	0.136	0.136	0.136
0.146	0.146	0.146	0.146	0.146	0.146	0.146	0.146	0.146	0.146
0.136	0.136	0.136	0.136	0.136	0.136	0.136	0.136	0.136	0.136
0.164	0.164	0.164	0.164	0.164	0.164	0.164	0.164	0.164	0.164
0.137	0.137	0.137	0.137	0.137	0.137	0.137	0.137	0.137	0.137
0.158	0.158	0.158	0.158	0.158	0.158	0.158	0.158	0.158	0.158
0.136	0.136	0.136	0.136	0.136	0.136	0.136	0.136	0.136	0.136
0.155	0.155	0.155	0.155	0.155	0.155	0.155	0.155	0.155	0.155
0.241	0.241	0.241	0.241	0.241	0.241	0.241	0.241	0.241	0.241
0.203	0.203	0.203	0.203	0.203	0.203	0.203	0.203	0.203	0.203
0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268	0.268
0.222	0.222	0.222	0.222	0.222	0.222	0.222	0.222	0.222	0.222
0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221	0.221
0.239	0.239	0.239	0.239	0.239	0.239	0.239	0.239	0.239	0.239
0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246	0.246
0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156
0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156
0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156
0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156
0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156
0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156
0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156
0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156	0.156
