"","1","2","3","4","5","6","7","8","9","10"
"1969",0.01,0.04,0.08,0.11,0.14,0.14,0.14,0.14,0.14,0.14
"1970",0.01,0.04,0.08,0.11,0.14,0.14,0.14,0.14,0.14,0.14
"1971",0.02,0.05,0.08,0.11,0.15,0.15,0.15,0.15,0.15,0.15
"1972",0.02,0.05,0.09,0.13,0.17,0.17,0.17,0.17,0.17,0.17
"1973",0.03,0.09,0.17,0.23,0.31,0.31,0.31,0.31,0.31,0.31
"1974",0.04,0.13,0.24,0.33,0.44,0.44,0.44,0.44,0.44,0.44
"1975",0.04,0.12,0.22,0.29,0.39,0.39,0.39,0.39,0.39,0.39
"1976",0.03,0.09,0.17,0.23,0.31,0.31,0.31,0.31,0.31,0.31
"1977",0.02,0.07,0.12,0.17,0.23,0.23,0.23,0.23,0.23,0.23
"1978",0.02,0.07,0.12,0.17,0.23,0.23,0.23,0.23,0.23,0.23
"1979",0.03,0.08,0.14,0.19,0.25,0.25,0.25,0.25,0.25,0.25
"1980",0.03,0.09,0.16,0.21,0.28,0.28,0.28,0.28,0.28,0.28
"1981",0.03,0.09,0.17,0.23,0.31,0.31,0.31,0.31,0.31,0.31
"1982",0.03,0.1,0.18,0.24,0.32,0.32,0.32,0.32,0.32,0.32
"1983",0.03,0.08,0.14,0.19,0.26,0.26,0.26,0.26,0.26,0.26
"1984",0.02,0.06,0.11,0.15,0.2,0.2,0.2,0.2,0.2,0.2
"1985",0.02,0.06,0.11,0.15,0.2,0.2,0.2,0.2,0.2,0.2
"1986",0.02,0.06,0.1,0.14,0.19,0.19,0.19,0.19,0.19,0.19
"1987",0.02,0.05,0.1,0.13,0.18,0.18,0.18,0.18,0.18,0.18
"1988",0.02,0.05,0.09,0.13,0.17,0.17,0.17,0.17,0.17,0.17
"1989",0.02,0.05,0.09,0.12,0.16,0.16,0.16,0.16,0.16,0.16
"1990",0.02,0.06,0.1,0.14,0.19,0.19,0.19,0.19,0.19,0.19
"1991",0.02,0.07,0.12,0.16,0.22,0.22,0.22,0.22,0.22,0.22
"1992",0.03,0.08,0.14,0.19,0.26,0.26,0.26,0.26,0.26,0.26
"1993",0.03,0.09,0.16,0.22,0.29,0.29,0.29,0.29,0.29,0.29
"1994",0.04,0.11,0.21,0.28,0.38,0.38,0.38,0.38,0.38,0.38
"1995",0.04,0.12,0.22,0.3,0.4,0.4,0.4,0.4,0.4,0.4
"1996",0.06,0.18,0.32,0.44,0.59,0.59,0.59,0.59,0.59,0.59
"1997",0.08,0.24,0.44,0.6,0.81,0.81,0.81,0.81,0.81,0.81
"1998",0.1,0.3,0.54,0.73,0.99,0.99,0.99,0.99,0.99,0.99
"1999",0.12,0.37,0.68,0.91,1.24,1.24,1.24,1.24,1.24,1.24
"2000",0.13,0.39,0.72,0.97,1.32,1.32,1.32,1.32,1.32,1.32
"2001",0.1,0.3,0.54,0.73,0.99,0.99,0.99,0.99,0.99,0.99
"2002",0.08,0.24,0.43,0.59,0.79,0.79,0.79,0.79,0.79,0.79
"2003",0.08,0.23,0.42,0.56,0.76,0.76,0.76,0.76,0.76,0.76
"2004",0.09,0.26,0.47,0.64,0.87,0.87,0.87,0.87,0.87,0.87
"2005",0.1,0.32,0.58,0.78,1.05,1.05,1.05,1.05,1.05,1.05
"2006",0.11,0.34,0.63,0.84,1.15,1.15,1.15,1.15,1.15,1.15
"2007",0.11,0.33,0.61,0.82,1.11,1.11,1.11,1.11,1.11,1.11
"2008",0.1,0.32,0.57,0.77,1.05,1.05,1.05,1.05,1.05,1.05
"2009",0.14,0.44,0.79,1.07,1.45,1.45,1.45,1.45,1.45,1.45
"2010",0.2,0.61,1.11,1.5,2.03,2.03,2.03,2.03,2.03,2.03
"2011",0.21,0.65,1.18,1.59,2.16,2.16,2.16,2.16,2.16,2.16
"2012",0.16,0.48,0.87,1.17,1.58,1.58,1.58,1.58,1.58,1.58
"2013",0.12,0.38,0.68,0.92,1.25,1.25,1.25,1.25,1.25,1.25
"2014",0.1,0.31,0.57,0.77,1.05,1.05,1.05,1.05,1.05,1.05
"2015",0.1,0.31,0.57,0.77,1.05,1.05,1.05,1.05,1.05,1.05
"2016",0.1,0.31,0.56,0.76,1.03,1.03,1.03,1.03,1.03,1.03
"2017",0.1,0.31,0.56,0.76,1.03,1.03,1.03,1.03,1.03,1.03
"2018",0.09,0.28,0.51,0.69,0.93,0.93,0.93,0.93,0.93,0.93
"2019",0.09,0.29,0.52,0.7,0.95,0.95,0.95,0.95,0.95,0.95
"2020",0.09,0.28,0.51,0.69,0.93,0.93,0.93,0.93,0.93,0.93
"2021",0.08,0.23,0.43,0.58,0.78,0.78,0.78,0.78,0.78,0.78
"2022",0.04,0.13,0.23,0.31,0.42,0.42,0.42,0.42,0.42,0.42
