"","1","2","3","4","5","6","7","8","9","10"
"1969",146.68,879.59,274.22,41.31,12.06,12.16,20.59,9.42,6.19,129.27
"1970",263.5,100.34,632.89,139.54,30.47,7.44,7.98,16.65,8.16,67.47
"1971",110.16,171.15,62.57,446.98,76.83,21.45,5.48,6.81,11.27,43.1
"1972",169.25,59.72,102.54,64.69,259.33,46.45,21.46,1.99,4.19,43.43
"1973",245.33,159.25,62.44,68.79,57.88,114.48,31.34,12.9,1.7,13.49
"1974",378.39,172.07,117.19,50.01,46.97,39.11,51.9,14.17,6.13,6.8
"1975",539.01,306.56,97.94,61.78,28.93,28.79,21.96,20.58,5.56,4.76
"1976",285.31,475.02,226.63,52.46,29.57,14.91,16.22,11.16,8.74,4.56
"1977",114.75,221.05,381.05,137.47,30.02,15.77,8.82,9.28,5.6,6.31
"1978",147.91,65.92,145.04,252.84,94.28,23.05,10.82,5.64,5.64,5.75
"1979",200.7,109.59,35.72,79.54,140.24,62.08,18.53,7.24,3.77,5.89
"1980",65.41,132.6,63.29,25.54,47.26,76.78,35.43,11.18,4.68,5.37
"1981",215.43,40.23,83.04,27.24,17.46,31.38,43.68,18.64,6.61,4.96
"1982",431.72,146.33,23.43,41.6,8.35,9.97,19.09,29.71,9.7,7.57
"1983",974.76,353.95,98.87,13.82,19.41,3.72,3.78,9.48,18.13,10.06
"1984",119.31,983.28,268.35,30.61,5.99,10.6,2.15,2.17,6.63,29.35
"1985",386.26,87.33,943.92,163.81,12.9,3.62,7.13,1.58,1.32,21.61
"1986",182.56,275.44,78.45,668.77,104.72,7.49,2.9,3.63,0.98,11.3
"1987",157.66,115.97,154.03,51.55,495.28,73.29,4.35,2.21,1.91,6.92
"1988",528.29,96.87,58.7,66.11,32.62,401.55,46.66,2.81,1.43,6.35
"1989",515.84,400.75,57.86,31.48,31.32,17.35,324.1,26.06,1.89,6.05
"1990",230.57,417.95,250.45,34.7,19.66,19.52,12.4,248.38,15.66,4.17
"1991",285.11,167.26,323.48,153.32,19.56,11.69,13.37,9.2,145.35,10.25
"1992",226.19,208.46,99.63,232.9,98.77,13.12,6.39,8.06,5.53,84.23
"1993",59.16,150.04,131.3,56.72,168.21,63.73,8.74,3.94,4.33,38.57
"1994",190.16,33.37,119.13,92.59,28.52,99.67,33.85,4.78,2.26,14.7
"1995",203.28,127.63,17.5,73.67,53.7,14.27,50.91,16.92,2.34,5.75
"1996",182.64,137.01,74.62,9.09,39.05,32.47,7.16,29.4,7.33,3.25
"1997",233.17,127.95,82.23,34.17,4.23,17.51,14.08,2.9,12.92,3.58
"1998",108.41,167.35,69.11,41.23,13.69,1.5,6.22,4.93,0.93,4.23
"1999",123.91,68.63,94.74,31.63,15.54,3.86,0.55,1.68,1.33,1.03
"2000",393.78,78.63,32.41,36.96,9.06,4,0.71,0.13,0.37,0.41
"2001",97.53,311.37,42.21,12.43,11.16,1.83,0.82,0.13,0.03,0.1
"2002",105.53,64.54,336.98,24.41,5.48,4.1,0.55,0.16,0.02,0.03
"2003",254.56,66.04,39.34,267.76,14.85,2.48,2.04,0.2,0.03,0.01
"2004",404.85,193.32,37.51,22.18,160.62,5.53,1.21,0.81,0.05,0.01
"2005",181.91,305.51,115.08,18.21,10.43,70.78,2.12,0.36,0.13,0.02
"2006",322.5,116.87,182.01,53.8,7.5,3.6,23.2,0.58,0.09,0.02
"2007",88.9,224.03,66.76,99.35,15.91,2.15,1.09,7.42,0.08,0.02
"2008",184.93,52.16,138.22,29.93,40.14,3.36,0.58,0.25,2.25,0.02
"2009",188.13,119.71,24.8,69.48,11.33,14.99,0.76,0.12,0.05,0.95
"2010",47.63,116.51,54.56,7.4,21.12,2.25,3.29,0.17,0.01,0.17
"2011",116.29,22.23,44.7,10.7,0.98,2.81,0.24,0.3,0.02,0.02
"2012",68.39,73.04,7.96,11.5,1.3,0.09,0.25,0.02,0.02,0
"2013",53.49,51.34,42.5,2.07,2.91,0.21,0.01,0.03,0,0
"2014",71.76,35.84,34.55,18.8,0.67,0.4,0.02,0,0.01,0
"2015",95.75,49.66,19.97,15.48,5.27,0.28,0.05,0.01,0,0
"2016",172.16,66.45,24.24,9.1,5.7,1.68,0.06,0.01,0,0
"2017",38.44,144.48,40.09,10.05,3.23,1.86,0.46,0.01,0,0
"2018",69.15,26.36,93.84,18.34,3.7,0.88,0.51,0.06,0,0
"2019",29.83,49.44,22.35,38.56,6.13,1.24,0.27,0.16,0.01,0
"2020",40.73,18.13,28.77,9.84,13.61,1.83,0.46,0.07,0.03,0
"2021",51.98,26.36,9.96,12.06,3.55,2.86,0.44,0.18,0.03,0.01
"2022",39.92,37.27,15.07,3.96,3.82,1.33,0.83,0.1,0.07,0.02
