"","1","2","3","4","5","6","7","8","9","10"
"1968",0.01,0.03,0.07,0.09,0.13,0.13,0.13,0.13,0.13,0.13
"1969",0.01,0.03,0.07,0.09,0.13,0.13,0.13,0.13,0.13,0.13
"1970",0.01,0.03,0.07,0.09,0.13,0.13,0.13,0.13,0.13,0.13
"1971",0.01,0.03,0.07,0.09,0.14,0.14,0.14,0.14,0.14,0.14
"1972",0.01,0.04,0.08,0.1,0.15,0.15,0.15,0.15,0.15,0.15
"1973",0.01,0.05,0.1,0.13,0.19,0.19,0.19,0.19,0.19,0.19
"1974",0.01,0.04,0.09,0.12,0.17,0.17,0.17,0.17,0.17,0.17
"1975",0.01,0.04,0.08,0.1,0.15,0.15,0.15,0.15,0.15,0.15
"1976",0.01,0.03,0.07,0.09,0.14,0.14,0.14,0.14,0.14,0.14
"1977",0.01,0.03,0.07,0.09,0.13,0.13,0.13,0.13,0.13,0.13
"1978",0.01,0.03,0.07,0.09,0.13,0.13,0.13,0.13,0.13,0.13
"1979",0.01,0.03,0.07,0.09,0.13,0.13,0.13,0.13,0.13,0.13
"1980",0.01,0.03,0.07,0.09,0.13,0.13,0.13,0.13,0.13,0.13
"1981",0.01,0.03,0.07,0.09,0.14,0.14,0.14,0.14,0.14,0.14
"1982",0.01,0.04,0.08,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1983",0.01,0.04,0.08,0.1,0.15,0.15,0.15,0.15,0.15,0.15
"1984",0.01,0.04,0.08,0.1,0.15,0.15,0.15,0.15,0.15,0.15
"1985",0.01,0.04,0.08,0.11,0.16,0.16,0.16,0.16,0.16,0.16
"1986",0.01,0.04,0.08,0.1,0.15,0.15,0.15,0.15,0.15,0.15
"1987",0.01,0.04,0.08,0.1,0.15,0.15,0.15,0.15,0.15,0.15
"1988",0.01,0.03,0.07,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1989",0.01,0.03,0.07,0.1,0.14,0.14,0.14,0.14,0.14,0.14
"1990",0.01,0.04,0.09,0.11,0.17,0.17,0.17,0.17,0.17,0.17
"1991",0.01,0.05,0.1,0.13,0.2,0.2,0.2,0.2,0.2,0.2
"1992",0.01,0.06,0.12,0.16,0.23,0.23,0.23,0.23,0.23,0.23
"1993",0.01,0.07,0.15,0.19,0.28,0.28,0.28,0.28,0.28,0.28
"1994",0.02,0.08,0.18,0.23,0.34,0.34,0.34,0.34,0.34,0.34
"1995",0.02,0.1,0.21,0.27,0.4,0.4,0.4,0.4,0.4,0.4
"1996",0.02,0.13,0.28,0.35,0.52,0.52,0.52,0.52,0.52,0.52
"1997",0.03,0.16,0.34,0.44,0.65,0.65,0.65,0.65,0.65,0.65
"1998",0.03,0.19,0.41,0.53,0.78,0.78,0.78,0.78,0.78,0.78
"1999",0.04,0.23,0.5,0.63,0.94,0.94,0.94,0.94,0.94,0.94
"2000",0.05,0.26,0.56,0.71,1.05,1.05,1.05,1.05,1.05,1.05
"2001",0.04,0.24,0.52,0.66,0.98,0.98,0.98,0.98,0.98,0.98
"2002",0.04,0.2,0.43,0.55,0.82,0.82,0.82,0.82,0.82,0.82
"2003",0.04,0.2,0.43,0.54,0.81,0.81,0.81,0.81,0.81,0.81
"2004",0.04,0.21,0.45,0.57,0.85,0.85,0.85,0.85,0.85,0.85
"2005",0.04,0.24,0.51,0.65,0.96,0.96,0.96,0.96,0.96,0.96
"2006",0.05,0.26,0.56,0.72,1.06,1.06,1.06,1.06,1.06,1.06
"2007",0.05,0.27,0.59,0.75,1.12,1.12,1.12,1.12,1.12,1.12
"2008",0.05,0.27,0.59,0.75,1.11,1.11,1.11,1.11,1.11,1.11
"2009",0.06,0.36,0.77,0.98,1.46,1.46,1.46,1.46,1.46,1.46
"2010",0.08,0.47,1.01,1.29,1.91,1.91,1.91,1.91,1.91,1.91
"2011",0.09,0.5,1.07,1.37,2.02,2.02,2.02,2.02,2.02,2.02
"2012",0.08,0.43,0.92,1.18,1.75,1.75,1.75,1.75,1.75,1.75
"2013",0.06,0.34,0.73,0.93,1.38,1.38,1.38,1.38,1.38,1.38
"2014",0.05,0.28,0.59,0.76,1.12,1.12,1.12,1.12,1.12,1.12
"2015",0.05,0.26,0.56,0.72,1.06,1.06,1.06,1.06,1.06,1.06
"2016",0.05,0.26,0.56,0.72,1.06,1.06,1.06,1.06,1.06,1.06
"2017",0.05,0.28,0.59,0.76,1.13,1.13,1.13,1.13,1.13,1.13
"2018",0.05,0.28,0.6,0.76,1.13,1.13,1.13,1.13,1.13,1.13
