"","1","2","3","4","5","6","7","8","9","10"
"1969",114.36,890.13,297.96,38.98,12.22,12.6,26.01,14.07,5.58,116.69
"1970",208.52,79.25,663.49,144.94,30.93,7.68,9.08,19.66,10.98,75.4
"1971",113.22,135.88,48.9,452.04,77.82,20.39,5.9,7.03,14.52,65.26
"1972",149.36,68.89,79.94,56.45,233.37,43.04,18.28,3.51,4.55,53.9
"1973",201.86,139.18,64.38,57.37,54.16,103.74,27.19,11.78,2.61,19.69
"1974",359.29,142.57,106.54,48.83,40.99,34.95,45.02,13.36,6.03,9.32
"1975",552.8,289.29,81.86,54.54,26.82,26.23,17.01,18.08,5.69,5.79
"1976",246.26,478.62,213.07,43.85,25.24,13.32,14.21,8.83,8.26,5.06
"1977",81.54,189,391.11,126.77,25.17,13.38,7.99,8.17,4.73,6.38
"1978",116.31,48.36,126.76,235.22,86.89,20.58,9.35,5.22,5.06,5.73
"1979",159.07,87.14,26.12,65.14,123.18,59.03,17.49,6.6,3.5,6.06
"1980",45.24,107.34,53.62,20.5,37.63,63.18,33.01,10.62,4.03,5.13
"1981",201.3,29.1,66.81,22.51,15.31,25.69,32.82,15.48,5.96,4.56
"1982",373.81,143.05,17.01,31.62,5.77,9.67,14.78,22.92,8.06,6.27
"1983",953.29,298.26,99.17,10.54,14.3,2.57,3.72,6.8,12.04,7.28
"1984",110.91,891.04,220.97,23.05,4.04,7.53,1.64,2.12,4.75,24.28
"1985",320.04,85.73,799.69,130.22,9.25,2.39,4.99,1.13,1.28,20.03
"1986",133.73,227.84,75.43,571.75,85.06,5.63,1.75,2.68,0.71,9.51
"1987",129.22,87.07,136.16,47.08,444.37,62.9,3.21,1.24,1.48,5.49
"1988",460,84.02,47.39,55.62,30.54,371.71,42.31,2.06,0.83,4.73
"1989",492.38,345.11,52.91,27.74,26.79,15.61,352.08,25.13,1.34,3.92
"1990",191.48,397.01,224.84,31.97,18.9,17.2,11.28,246,15.57,3.21
"1991",226.36,140.14,308.14,142.09,17.76,12.34,11.79,7.93,153.45,10.69
"1992",215.89,164.21,86.94,212.89,93.16,12.43,7.33,7.36,4.96,86.46
"1993",44.27,151.1,103.49,49.99,151.16,61.75,8.2,4.43,4.23,43.02
"1994",163.77,27.03,116.41,82.95,25.21,93.19,31.17,4.67,2.5,16.86
"1995",184.12,113.79,14.86,72.69,51,13.32,46.92,15.63,2.44,7.25
"1996",163.59,127.79,69.5,7.85,36.71,32.8,6.75,26.45,7.48,4.09
"1997",209.99,117,77.83,32.03,3.74,17.04,14.83,2.86,12.04,4.18
"1998",91.08,152.42,65.52,40.65,13.81,1.34,6.26,5.28,0.99,4.66
"1999",112.91,60.08,86.81,31.39,15.84,4.54,0.52,1.87,1.56,1.34
"2000",430.19,76.3,29.6,36.07,9.89,5.18,1.06,0.16,0.49,0.63
"2001",89.71,351.46,43.22,12.8,12.49,2.59,1.47,0.25,0.05,0.23
"2002",94.32,61.28,351.28,26.57,6.22,5.13,0.95,0.38,0.07,0.08
"2003",243.64,61.98,37.27,274.4,17.95,3.08,2.31,0.4,0.1,0.05
"2004",394.48,188.24,35.8,21.69,171.97,6.72,1.71,1.01,0.14,0.04
"2005",171.15,297.06,113.13,17.29,9.95,75.92,2.67,0.62,0.23,0.06
"2006",319.88,114.94,174.3,56.42,7.36,3.41,23.75,0.71,0.18,0.05
"2007",77.05,228.44,63.76,96.45,16.59,2.14,0.89,7.81,0.14,0.05
"2008",173.11,48.34,137.4,29.43,40.33,3.76,0.53,0.22,2.8,0.04
"2009",170.12,116.21,23.85,68.07,11.32,15.79,0.96,0.12,0.05,1.04
"2010",42.43,108.96,53.03,7.12,19.85,2.32,3.23,0.2,0.02,0.22
"2011",109.74,22.17,40.24,10.04,0.88,2.74,0.26,0.32,0.02,0.02
"2012",66.98,70.93,7.26,10.03,0.99,0.07,0.15,0.02,0.02,0
"2013",45.22,50.51,37.22,1.66,2.68,0.18,0.01,0.01,0,0
"2014",57.88,30.89,32.15,17.43,0.57,0.39,0.02,0,0,0
"2015",83.74,40.58,17.18,13.86,4.82,0.32,0.06,0.01,0,0
"2016",162.7,59.25,20.35,8.25,5.24,1.73,0.07,0.01,0,0
"2017",37.68,133.87,34.19,8.45,2.94,1.77,0.43,0.01,0,0
"2018",54.98,27.62,81.63,15.71,3.03,0.77,0.42,0.07,0,0
"2019",21.04,39.56,21.3,31.04,4.84,0.93,0.25,0.12,0.02,0
"2020",24.21,13.33,21.75,8.04,11.09,1.39,0.27,0.07,0.03,0
"2021",35.49,15.52,6.6,7.85,2.33,1.7,0.24,0.09,0.02,0.01
"2022",34.37,24.66,7.22,2.04,1.65,0.56,0.32,0.03,0.03,0.01
"2023",28.83,26.64,16.46,4.08,1.09,0.64,0.17,0.12,0.02,0.01
"2024",32.34,20.64,16.81,8.97,1.86,0.68,0.23,0.05,0.05,0.02
